uri,original_narc_name
http://ldf.fi/warsa/places/cemeteries/h0506_1 ,Heinolan mlk 
http://ldf.fi/warsa/places/cemeteries/h0507_1 ,"Heinävesi, Kirkonmäki "
http://ldf.fi/warsa/places/cemeteries/h0507_2 ,"Heinävesi, Palokki "
http://ldf.fi/warsa/places/cemeteries/h0507_3 ,"Heinävesi, Petruma "
http://ldf.fi/warsa/places/cemeteries/h0507_4 ,"Heinävesi, Petäjäharju "
http://ldf.fi/warsa/places/cemeteries/h0508_1 ,Hirvensalmi 
http://ldf.fi/warsa/places/cemeteries/h0509_1 ,"Joroinen, Kirkkomaa "
http://ldf.fi/warsa/places/cemeteries/h0509_2 ,"Joroinen, Lahnalahti "
http://ldf.fi/warsa/places/cemeteries/h0509_3 ,"Joroinen, Kirkonkylän hautausmaa "
http://ldf.fi/warsa/places/cemeteries/h0510_1 ,Juva 
http://ldf.fi/warsa/places/cemeteries/h0511_1 ,Jäppilä 
http://ldf.fi/warsa/places/cemeteries/h0512_1 ,Kangaslampi 
http://ldf.fi/warsa/places/cemeteries/h0513_1 ,Kangasniemi 
http://ldf.fi/warsa/places/cemeteries/h0514_1 ,Kerimäki 
http://ldf.fi/warsa/places/cemeteries/h0514_2 ,"Kerimäki, Uusi hautausmaa "
http://ldf.fi/warsa/places/cemeteries/h0515_1 ,"Mikkeli, Harju "
http://ldf.fi/warsa/places/cemeteries/h0516_1 ,Mikkelin mlk 
http://ldf.fi/warsa/places/cemeteries/h0517_1 ,Mäntyharju 
http://ldf.fi/warsa/places/cemeteries/h0518_1 ,Pertunmaa 
http://ldf.fi/warsa/places/cemeteries/h0521_1 ,Punkaharju 
http://ldf.fi/warsa/places/cemeteries/h0521_2 ,"Punkaharju, Vuoriniemi "
http://ldf.fi/warsa/places/cemeteries/h0522_1 ,"Puumala, vanha hautausmaa "
http://ldf.fi/warsa/places/cemeteries/h0523_1 ,Rantasalmi 
http://ldf.fi/warsa/places/cemeteries/h0524_1 ,Ristiina 
http://ldf.fi/warsa/places/cemeteries/h0525_1 ,"Savonlinna, Talvisalo "
http://ldf.fi/warsa/places/cemeteries/h0526_1 ,Savonranta 
http://ldf.fi/warsa/places/cemeteries/h0527_1 ,Sulkava 
http://ldf.fi/warsa/places/cemeteries/h0527_2 ,"Sulkava, Lohikoski "
http://ldf.fi/warsa/places/cemeteries/h0528_1 ,Sysmä 
http://ldf.fi/warsa/places/cemeteries/h0529_1 ,Virtasalmi 
http://ldf.fi/warsa/places/cemeteries/h0551_1 ,Eno 
http://ldf.fi/warsa/places/cemeteries/h0552_1 ,Ilomantsi 
http://ldf.fi/warsa/places/cemeteries/h0552_2 ,"Ilomantsi, Kivilahti "
http://ldf.fi/warsa/places/cemeteries/h0553_1 ,"Joensuu, valtakunnallinen sankarihauta-alue "
http://ldf.fi/warsa/places/cemeteries/h0553_2 ,"Joensuu, Utra "
http://ldf.fi/warsa/places/cemeteries/h0554_1 ,Juuka 
http://ldf.fi/warsa/places/cemeteries/h0555_1 ,Kesälahti 
http://ldf.fi/warsa/places/cemeteries/h0556_1 ,Kiihtelysvaara 
http://ldf.fi/warsa/places/cemeteries/h0557_1 ,Kitee 
http://ldf.fi/warsa/places/cemeteries/h0557_2 ,"Kitee, Valkeavaara "
http://ldf.fi/warsa/places/cemeteries/h0557_3 ,"Kitee, Koivikon hautausmaa "
http://ldf.fi/warsa/places/cemeteries/h0558_1 ,Kontiolahti 
http://ldf.fi/warsa/places/cemeteries/h0558_2 ,"Kontiolahti, Selkie "
http://ldf.fi/warsa/places/cemeteries/h0559_1 ,Lieksa 
http://ldf.fi/warsa/places/cemeteries/h0559_2 ,"Lieksa, Viekijärvi "
http://ldf.fi/warsa/places/cemeteries/h0559_3 ,"Lieksa, Mähkön hautausmaa "
http://ldf.fi/warsa/places/cemeteries/h0560_1 ,Liperi 
http://ldf.fi/warsa/places/cemeteries/h0560_2 ,"Liperi, Viinijärvi "
http://ldf.fi/warsa/places/cemeteries/h0561_1 ,"Nurmes, vanha hautausmaa "
http://ldf.fi/warsa/places/cemeteries/h0561_2 ,"Nurmes, Höljäkkä "
http://ldf.fi/warsa/places/cemeteries/h0562_1 ,"Outokumpu, Kuusjärvi "
http://ldf.fi/warsa/places/cemeteries/h0563_1 ,Polvijärvi 
http://ldf.fi/warsa/places/cemeteries/h0563_2 ,"Polvijärvi, Martonvaara "
http://ldf.fi/warsa/places/cemeteries/h0563_3 ,"Polvijärvi, Sotkuman ort. SH-maa "
http://ldf.fi/warsa/places/cemeteries/h0563_4 ,"Polvijärvi, Taipaleen ort. h-maa "
http://ldf.fi/warsa/places/cemeteries/h0564_1 ,Pyhäselkä 
http://ldf.fi/warsa/places/cemeteries/h0565_1 ,Rääkkylä 
http://ldf.fi/warsa/places/cemeteries/h0566_1 ,"Tohmajärvi, Kirkkoniemi "
http://ldf.fi/warsa/places/cemeteries/h0566_2 ,"Tohmajärvi, Onkamo "
http://ldf.fi/warsa/places/cemeteries/h0567_1 ,Tuupovaara 
http://ldf.fi/warsa/places/cemeteries/h0568_1 ,Valtimo 
http://ldf.fi/warsa/places/cemeteries/h0569_1 ,Värtsilä 
http://ldf.fi/warsa/places/cemeteries/h0601_1 ,"Iisalmi, Sankarniemi "
http://ldf.fi/warsa/places/cemeteries/h0601_2 ,"Iisalmi, Vanhankirkon hautausmaa "
http://ldf.fi/warsa/places/cemeteries/h0602_1 ,Juankoski 
http://ldf.fi/warsa/places/cemeteries/h0602_2 ,"Juankoski, Muuruvesi "
http://ldf.fi/warsa/places/cemeteries/h0602_3 ,"Juankoski, Säyneinen "
http://ldf.fi/warsa/places/cemeteries/h0602_4 ,"Juankoski, Vuotjärvi "
http://ldf.fi/warsa/places/cemeteries/h0603_1 ,Kaavi 
http://ldf.fi/warsa/places/cemeteries/h0603_2 ,"Kaavi, hautausmaa "
http://ldf.fi/warsa/places/cemeteries/h0604_1 ,Karttula 
http://ldf.fi/warsa/places/cemeteries/h0604_2 ,"Karttula, Syväniemi "
http://ldf.fi/warsa/places/cemeteries/h0605_1 ,Keitele 
http://ldf.fi/warsa/places/cemeteries/h0606_1 ,Kiuruvesi 
http://ldf.fi/warsa/places/cemeteries/h0607_1 ,"Kuopio, Hatsala "
http://ldf.fi/warsa/places/cemeteries/h0607_2 ,"Kuopio, Hirvilahti "
http://ldf.fi/warsa/places/cemeteries/h0607_3 ,"Kuopio, Jännevirta "
http://ldf.fi/warsa/places/cemeteries/h0607_4 ,"Kuopio, Riistavesi "
http://ldf.fi/warsa/places/cemeteries/h0607_5 ,"Kuopio, Vehmasmäki "
http://ldf.fi/warsa/places/cemeteries/h0608_1 ,Lapinlahti 
http://ldf.fi/warsa/places/cemeteries/h0609_1 ,Leppävirta 
http://ldf.fi/warsa/places/cemeteries/h0609_2 ,"Leppävirta, Kotalahti "
http://ldf.fi/warsa/places/cemeteries/h0609_3 ,"Leppävirta, Näädänmaa "
http://ldf.fi/warsa/places/cemeteries/h0609_4 ,"Leppävirta, Paukarlahti "
http://ldf.fi/warsa/places/cemeteries/h0609_5 ,"Leppävirta, Saahkarlahti "
http://ldf.fi/warsa/places/cemeteries/h0610_1 ,Maaninka 
http://ldf.fi/warsa/places/cemeteries/h0611_1 ,"Nilsiä, Sankaripuisto "
http://ldf.fi/warsa/places/cemeteries/h0612_1 ,Pielavesi 
http://ldf.fi/warsa/places/cemeteries/h0612_2 ,"Pielavesi, Laukkala "
http://ldf.fi/warsa/places/cemeteries/h0613_1 ,Rautalampi 
http://ldf.fi/warsa/places/cemeteries/h0614_1 ,Rautavaara 
http://ldf.fi/warsa/places/cemeteries/h0615_1 ,Siilinjärvi 
http://ldf.fi/warsa/places/cemeteries/h0615_2 ,"Siilinjärvi, Viinimäen h-maa "
http://ldf.fi/warsa/places/cemeteries/h0616_1 ,Sonkajärvi 
http://ldf.fi/warsa/places/cemeteries/h0616_2 ,"Sonkajärvi, Lahnakangas "
http://ldf.fi/warsa/places/cemeteries/h0616_3 ,"Sonkajärvi, Sukeva "
http://ldf.fi/warsa/places/cemeteries/h0617_1 ,Suonenjoki 
http://ldf.fi/warsa/places/cemeteries/h0618_1 ,Tervo 
http://ldf.fi/warsa/places/cemeteries/h0619_1 ,Tuusniemi 
http://ldf.fi/warsa/places/cemeteries/h0619_2 ,"Tuusniemi, Ruskila "
http://ldf.fi/warsa/places/cemeteries/h0620_1 ,"Varkaus, Pirttiniemi "
http://ldf.fi/warsa/places/cemeteries/h0620_2 ,"Varkaus, Könönpelto "
http://ldf.fi/warsa/places/cemeteries/h0620_3 ,"Varkaus, Luttila "
http://ldf.fi/warsa/places/cemeteries/h0621_1 ,Varpaisjärvi 
http://ldf.fi/warsa/places/cemeteries/h0622_1 ,Vehmersalmi 
http://ldf.fi/warsa/places/cemeteries/h0622_2 ,"Vehmersalmi, Puutosmäki "
http://ldf.fi/warsa/places/cemeteries/h0623_1 ,Vesanto 
http://ldf.fi/warsa/places/cemeteries/h0624_1 ,Vieremä 
http://ldf.fi/warsa/places/cemeteries/h0651_1 ,Hankasalmi 
http://ldf.fi/warsa/places/cemeteries/h0651_2 ,"Hankasalmi, Lepola "
http://ldf.fi/warsa/places/cemeteries/h0652_1 ,Joutsa 
http://ldf.fi/warsa/places/cemeteries/h0653_1 ,"Jyväskylä, vanha hautausmaa "
http://ldf.fi/warsa/places/cemeteries/h0654_1 ,Jyväskylän mlk 
http://ldf.fi/warsa/places/cemeteries/h0655_1 ,Jämsä 
http://ldf.fi/warsa/places/cemeteries/h0656_1 ,Jämsänkoski 
http://ldf.fi/warsa/places/cemeteries/h0656_2 ,"Jämsänkoski, Koskenpää "
http://ldf.fi/warsa/places/cemeteries/h0657_1 ,Kannonkoski 
http://ldf.fi/warsa/places/cemeteries/h0658_1 ,Karstula 
http://ldf.fi/warsa/places/cemeteries/h0659_1 ,Keuruu 
http://ldf.fi/warsa/places/cemeteries/h0659_2 ,"Keuruu, Haapamäki "
http://ldf.fi/warsa/places/cemeteries/h0659_3 ,"Keuruu, Pihlajavesi "
http://ldf.fi/warsa/places/cemeteries/h0660_1 ,Kinnula 
http://ldf.fi/warsa/places/cemeteries/h0661_1 ,Kivijärvi 
http://ldf.fi/warsa/places/cemeteries/h0662_1 ,Konginkangas 
http://ldf.fi/warsa/places/cemeteries/h0663_1 ,Konnevesi 
http://ldf.fi/warsa/places/cemeteries/h0664_1 ,"Korpilahti, uusi hautausmaa "
http://ldf.fi/warsa/places/cemeteries/h0664_2 ,"Korpilahti, vanha hautausmaa "
http://ldf.fi/warsa/places/cemeteries/h0665_1 ,Kuhmoinen 
http://ldf.fi/warsa/places/cemeteries/h0665_2 ,"Kuhmoinen, Papinsaari "
http://ldf.fi/warsa/places/cemeteries/h0666_1 ,Kyyjärvi 
http://ldf.fi/warsa/places/cemeteries/h0667_1 ,Laukaa 
http://ldf.fi/warsa/places/cemeteries/h0667_2 ,"Laukaa, Lievestuore "
http://ldf.fi/warsa/places/cemeteries/h0668_1 ,Leivonmäki 
http://ldf.fi/warsa/places/cemeteries/h0669_1 ,"Luhanka, uusi hautausmaa "
http://ldf.fi/warsa/places/cemeteries/h0670_1 ,Multia 
http://ldf.fi/warsa/places/cemeteries/h0670_2 ,"Multia, Sinervä "
http://ldf.fi/warsa/places/cemeteries/h0671_1 ,Muurame 
http://ldf.fi/warsa/places/cemeteries/h0672_1 ,Petäjävesi 
http://ldf.fi/warsa/places/cemeteries/h0673_1 ,Pihtipudas 
http://ldf.fi/warsa/places/cemeteries/h0673_2 ,"Pihtipudas, Muurasjärvi "
http://ldf.fi/warsa/places/cemeteries/h0674_1 ,Pylkönmäki 
http://ldf.fi/warsa/places/cemeteries/h0675_1 ,Saarijärvi 
http://ldf.fi/warsa/places/cemeteries/h0675_2 ,"Saarijärvi, läntinen hautausmaa "
http://ldf.fi/warsa/places/cemeteries/h0676_1 ,Sumiainen 
http://ldf.fi/warsa/places/cemeteries/h0677_1 ,Suolahti 
http://ldf.fi/warsa/places/cemeteries/h0678_1 ,Säynätsalo 
http://ldf.fi/warsa/places/cemeteries/h0679_1 ,Toivakka 
http://ldf.fi/warsa/places/cemeteries/h0680_1 ,Uurainen 
http://ldf.fi/warsa/places/cemeteries/h0681_1 ,Viitasaari 
http://ldf.fi/warsa/places/cemeteries/h0681_2 ,"Viitasaari, Hiekka "
http://ldf.fi/warsa/places/cemeteries/h0682_1 ,Äänekoski 
http://ldf.fi/warsa/places/cemeteries/h0701_1 ,Alahärmä 
http://ldf.fi/warsa/places/cemeteries/h0702_1 ,Alajärvi 
http://ldf.fi/warsa/places/cemeteries/h0703_1 ,Alavus 
http://ldf.fi/warsa/places/cemeteries/h0704_1 ,Evijärvi 
http://ldf.fi/warsa/places/cemeteries/h0705_1 ,Halsua 
http://ldf.fi/warsa/places/cemeteries/h0706_1 ,Himanka 
http://ldf.fi/warsa/places/cemeteries/h0707_1 ,Ilmajoki 
http://ldf.fi/warsa/places/cemeteries/h0708_1 ,Isojoki 
http://ldf.fi/warsa/places/cemeteries/h0709_1 ,Isokyrö 
http://ldf.fi/warsa/places/cemeteries/h0710_1 ,Jalasjärvi 
http://ldf.fi/warsa/places/cemeteries/h0711_1 ,Jurva 
http://ldf.fi/warsa/places/cemeteries/h0712_1 ,Kannus 
http://ldf.fi/warsa/places/cemeteries/h0713_1 ,Karijoki 
http://ldf.fi/warsa/places/cemeteries/h0714_1 ,Kaskinen 
http://ldf.fi/warsa/places/cemeteries/h0715_1 ,Kauhajoki 
http://ldf.fi/warsa/places/cemeteries/h0715_2 ,"Kauhajoki, Kauhajärvi "
http://ldf.fi/warsa/places/cemeteries/h0715_3 ,"Kauhajoki, Nummijärvi "
http://ldf.fi/warsa/places/cemeteries/h0716_1 ,Kauhava 
http://ldf.fi/warsa/places/cemeteries/h0717_1 ,Kaustinen 
http://ldf.fi/warsa/places/cemeteries/h0718_1 ,"Kokkola, vanha kirkkotarha "
http://ldf.fi/warsa/places/cemeteries/h0718_2 ,"Kokkola, Maria "
http://ldf.fi/warsa/places/cemeteries/h0719_1 ,Korsnäs 
http://ldf.fi/warsa/places/cemeteries/h0720_1 ,Kortesjärvi 
http://ldf.fi/warsa/places/cemeteries/h0721_1 ,Kristiinankaupunki 
http://ldf.fi/warsa/places/cemeteries/h0721_2 ,"Kristiinankaupunki, Birgitta "
http://ldf.fi/warsa/places/cemeteries/h0721_3 ,"Kristiinankaupunki, Lappfjärd "
http://ldf.fi/warsa/places/cemeteries/h0721_4 ,"Kristiinankaupunki, Sideby "
http://ldf.fi/warsa/places/cemeteries/h0721_5 ,"Kristiinankaupunki, Åsändan "
http://ldf.fi/warsa/places/cemeteries/h0722_1 ,Kruunupyy 
http://ldf.fi/warsa/places/cemeteries/h0722_2 ,"Kruunupyy, Nedervetil "
http://ldf.fi/warsa/places/cemeteries/h0722_3 ,"Kruunupyy, Terjärv "
http://ldf.fi/warsa/places/cemeteries/h0723_1 ,Kuortane 
http://ldf.fi/warsa/places/cemeteries/h0724_1 ,Kurikka 
http://ldf.fi/warsa/places/cemeteries/h0725_1 ,Kälviä 
http://ldf.fi/warsa/places/cemeteries/h0726_1 ,Laihia 
http://ldf.fi/warsa/places/cemeteries/h0727_1 ,Lappajärvi 
http://ldf.fi/warsa/places/cemeteries/h0728_1 ,Lapua 
http://ldf.fi/warsa/places/cemeteries/h0728_2 ,"Lapua, Kauhajärvi "
http://ldf.fi/warsa/places/cemeteries/h0729_1 ,Lehtimäki 
http://ldf.fi/warsa/places/cemeteries/h0730_1 ,Lestijärvi 
http://ldf.fi/warsa/places/cemeteries/h0731_1 ,Lohtaja 
http://ldf.fi/warsa/places/cemeteries/h0732_1 ,Luoto 
http://ldf.fi/warsa/places/cemeteries/h0733_1 ,Maalahti 
http://ldf.fi/warsa/places/cemeteries/h0733_2 ,"Maalahti, Bergö "
http://ldf.fi/warsa/places/cemeteries/h0733_3 ,"Maalahti, Petalax "
http://ldf.fi/warsa/places/cemeteries/h0734_1 ,Maksamaa 
http://ldf.fi/warsa/places/cemeteries/h0735_1 ,"Mustasaari, Korsholm "
http://ldf.fi/warsa/places/cemeteries/h0735_2 ,"Mustasaari, Björkö "
http://ldf.fi/warsa/places/cemeteries/h0735_3 ,"Mustasaari, Kvevlax "
http://ldf.fi/warsa/places/cemeteries/h0735_4 ,"Mustasaari, Replot "
http://ldf.fi/warsa/places/cemeteries/h0735_5 ,"Mustasaari, Solf "
http://ldf.fi/warsa/places/cemeteries/h0736_1 ,Nurmo 
http://ldf.fi/warsa/places/cemeteries/h0737_1 ,Närpiö 
http://ldf.fi/warsa/places/cemeteries/h0737_2 ,"Närpiö, Pörtom "
http://ldf.fi/warsa/places/cemeteries/h0737_3 ,"Närpiö, Yttermark "
http://ldf.fi/warsa/places/cemeteries/h0737_4 ,"Närpiö, Övermark "
http://ldf.fi/warsa/places/cemeteries/h0738_1 ,Oravainen 
http://ldf.fi/warsa/places/cemeteries/h0739_1 ,Perho 
http://ldf.fi/warsa/places/cemeteries/h0740_1 ,Peräseinäjoki 
http://ldf.fi/warsa/places/cemeteries/h0741_1 ,"Pietarsaaren mlk, vanha hautausmaa "
http://ldf.fi/warsa/places/cemeteries/h0741_2 ,"Pietarsaaren mlk, Esse "
http://ldf.fi/warsa/places/cemeteries/h0741_3 ,"Pietarsaaren mlk, Kanals begravningplats "
http://ldf.fi/warsa/places/cemeteries/h0741_4 ,"Pietarsaaren mlk, Purmo "
http://ldf.fi/warsa/places/cemeteries/h0741_5 ,"Pietarsaaren mlk, uusi hautausmaa "
http://ldf.fi/warsa/places/cemeteries/h0742_1 ,Pietarsaari 
http://ldf.fi/warsa/places/cemeteries/h0743_1 ,Seinäjoki 
http://ldf.fi/warsa/places/cemeteries/h0744_1 ,Soini 
http://ldf.fi/warsa/places/cemeteries/h0745_1 ,Teuva 
http://ldf.fi/warsa/places/cemeteries/h0746_1 ,Toholampi 
http://ldf.fi/warsa/places/cemeteries/h0747_1 ,Töysä 
http://ldf.fi/warsa/places/cemeteries/h0748_1 ,Ullava 
http://ldf.fi/warsa/places/cemeteries/h0749_1 ,Uusikaarlepyy 
http://ldf.fi/warsa/places/cemeteries/h0749_2 ,"Uusikaarlepyy, Jepua "
http://ldf.fi/warsa/places/cemeteries/h0749_3 ,"Uusikaarlepyy, Munsala "
http://ldf.fi/warsa/places/cemeteries/h0750_1 ,Vaasa 
http://ldf.fi/warsa/places/cemeteries/h0750_2 ,"Vaasa, Uusi hautausmaa "
http://ldf.fi/warsa/places/cemeteries/h0751_1 ,Veteli 
http://ldf.fi/warsa/places/cemeteries/h0752_1 ,Vimpeli 
http://ldf.fi/warsa/places/cemeteries/h0753_1 ,Vähäkyrö 
http://ldf.fi/warsa/places/cemeteries/h0754_1 ,Vöyri 
http://ldf.fi/warsa/places/cemeteries/h0755_1 ,Ylihärmä 
http://ldf.fi/warsa/places/cemeteries/h0756_1 ,Ylistaro 
http://ldf.fi/warsa/places/cemeteries/h0757_1 ,Ähtäri 
http://ldf.fi/warsa/places/cemeteries/h0801_1 ,Alavieska 
http://ldf.fi/warsa/places/cemeteries/h0802_1 ,Haapajärvi 
http://ldf.fi/warsa/places/cemeteries/h0803_1 ,Haapavesi 
http://ldf.fi/warsa/places/cemeteries/h0804_1 ,Hailuoto 
http://ldf.fi/warsa/places/cemeteries/h0805_1 ,Haukipudas 
http://ldf.fi/warsa/places/cemeteries/h0805_2 ,"Haukipudas, uusi hautausmaa "
http://ldf.fi/warsa/places/cemeteries/h0806_1 ,Hyrynsalmi 
http://ldf.fi/warsa/places/cemeteries/h0807_1 ,Ii 
http://ldf.fi/warsa/places/cemeteries/h0807_2 ,"Ii, Olhava "
http://ldf.fi/warsa/places/cemeteries/h0808_1 ,Kajaani 
http://ldf.fi/warsa/places/cemeteries/h0809_1 ,Kalajoki 
http://ldf.fi/warsa/places/cemeteries/h0809_2 ,"Kalajoki, Rautio "
http://ldf.fi/warsa/places/cemeteries/h0810_1 ,Kempele 
http://ldf.fi/warsa/places/cemeteries/h0811_1 ,Kestilä 
http://ldf.fi/warsa/places/cemeteries/h0812_1 ,Kiiminki 
http://ldf.fi/warsa/places/cemeteries/h0813_1 ,"Kuhmo, vanha hautausmaa "
http://ldf.fi/warsa/places/cemeteries/h0814_1 ,Kuivaniemi 
http://ldf.fi/warsa/places/cemeteries/h0814_2 ,"Kuivaniemi, Oijärvi "
http://ldf.fi/warsa/places/cemeteries/h0815_1 ,Kuusamo 
http://ldf.fi/warsa/places/cemeteries/h0816_1 ,Kärsämäki 
http://ldf.fi/warsa/places/cemeteries/h0817_1 ,"Liminka, vanha hautausmaa "
http://ldf.fi/warsa/places/cemeteries/h0818_1 ,"Lumijoki, vanha hautausmaa "
http://ldf.fi/warsa/places/cemeteries/h0819_1 ,Merijärvi 
http://ldf.fi/warsa/places/cemeteries/h0819_2 ,"Merijärvi, Pyhänkoski "
http://ldf.fi/warsa/places/cemeteries/h0820_1 ,Muhos 
http://ldf.fi/warsa/places/cemeteries/h0821_1 ,Nivala 
http://ldf.fi/warsa/places/cemeteries/h0822_1 ,Oulainen 
http://ldf.fi/warsa/places/cemeteries/h0823_1 ,Oulu 
http://ldf.fi/warsa/places/cemeteries/h0824_1 ,Oulunsalo 
http://ldf.fi/warsa/places/cemeteries/h0825_1 ,Paltamo 
http://ldf.fi/warsa/places/cemeteries/h0826_1 ,Pattijoki 
http://ldf.fi/warsa/places/cemeteries/h0827_1 ,Piippola 
http://ldf.fi/warsa/places/cemeteries/h0828_1 ,"Pudasjärvi, Riekinkangas "
http://ldf.fi/warsa/places/cemeteries/h0828_2 ,"Pudasjärvi, Sarakylä "
http://ldf.fi/warsa/places/cemeteries/h0829_1 ,Pulkkila 
http://ldf.fi/warsa/places/cemeteries/h0830_1 ,Puolanka 
http://ldf.fi/warsa/places/cemeteries/h0831_1 ,Pyhäjoki 
http://ldf.fi/warsa/places/cemeteries/h0832_1 ,Pyhäjärvi (O.l.) 
http://ldf.fi/warsa/places/cemeteries/h0833_1 ,Pyhäntä 
http://ldf.fi/warsa/places/cemeteries/h0834_1 ,Raahe 
http://ldf.fi/warsa/places/cemeteries/h0834_2 ,"Raahe, Saloinen "
http://ldf.fi/warsa/places/cemeteries/h0834_3 ,"Raahe, Haarala "
http://ldf.fi/warsa/places/cemeteries/h0835_1 ,Rantsila 
http://ldf.fi/warsa/places/cemeteries/h0836_1 ,Reisjärvi 
http://ldf.fi/warsa/places/cemeteries/h0837_1 ,Ristijärvi 
http://ldf.fi/warsa/places/cemeteries/h0838_1 ,"Ruukki, Paavola "
http://ldf.fi/warsa/places/cemeteries/h0838_2 ,"Ruukki, Revonlahti "
http://ldf.fi/warsa/places/cemeteries/h0838_3 ,"Ruukki, Väinölä "
http://ldf.fi/warsa/places/cemeteries/h0839_1 ,Sievi 
http://ldf.fi/warsa/places/cemeteries/h0840_1 ,Siikajoki 
http://ldf.fi/warsa/places/cemeteries/h0841_1 ,Sotkamo 
http://ldf.fi/warsa/places/cemeteries/h0842_1 ,Suomussalmi 
http://ldf.fi/warsa/places/cemeteries/h0842_2 ,"Suomussalmi, Tervanoro "
http://ldf.fi/warsa/places/cemeteries/h0843_1 ,Taivalkoski 
http://ldf.fi/warsa/places/cemeteries/h0844_1 ,Temmes 
http://ldf.fi/warsa/places/cemeteries/h0845_1 ,Tyrnävä 
http://ldf.fi/warsa/places/cemeteries/h0846_1 ,Utajärvi 
http://ldf.fi/warsa/places/cemeteries/h0847_1 ,"Vaala, Säräisniemi "
http://ldf.fi/warsa/places/cemeteries/h0847_2 ,"Vaala, Manamansalo "
http://ldf.fi/warsa/places/cemeteries/h0848_1 ,"Vihanti, vanha hautausmaa "
http://ldf.fi/warsa/places/cemeteries/h0849_1 ,Vuolijoki 
http://ldf.fi/warsa/places/cemeteries/h0850_1 ,Yli-Ii 
http://ldf.fi/warsa/places/cemeteries/h0851_1 ,Ylikiiminki 
http://ldf.fi/warsa/places/cemeteries/h0852_1 ,Ylivieska 
http://ldf.fi/warsa/places/cemeteries/h0852_2 ,"Ylivieska, Kangas "
http://ldf.fi/warsa/places/cemeteries/h0852_3 ,"Ylivieska, Kantokylä "
http://ldf.fi/warsa/places/cemeteries/h0852_4 ,"Ylivieska, Raudaskylä "
http://ldf.fi/warsa/places/cemeteries/h0901_1 ,"Enontekiö, Hetta "
http://ldf.fi/warsa/places/cemeteries/h0902_1 ,Inari 
http://ldf.fi/warsa/places/cemeteries/h0902_2 ,"Inari, Ivalo "
http://ldf.fi/warsa/places/cemeteries/h0903_1 ,Kemi 
http://ldf.fi/warsa/places/cemeteries/h0903_2 ,"Kemi, Peurasaari "
http://ldf.fi/warsa/places/cemeteries/h0904_1 ,Kemijärvi 
http://ldf.fi/warsa/places/cemeteries/h0905_1 ,Kemin maaseurakunta 
http://ldf.fi/warsa/places/cemeteries/h0906_1 ,Kittilä 
http://ldf.fi/warsa/places/cemeteries/h0907_1 ,Kolari 
http://ldf.fi/warsa/places/cemeteries/h0907_2 ,"Kolari, Sieppijärvi "
http://ldf.fi/warsa/places/cemeteries/h0908_1 ,Muonio 
http://ldf.fi/warsa/places/cemeteries/h0909_1 ,Pelkosenniemi 
http://ldf.fi/warsa/places/cemeteries/h0910_1 ,"Pello, Turtola "
http://ldf.fi/warsa/places/cemeteries/h0911_1 ,Posio 
http://ldf.fi/warsa/places/cemeteries/h0912_1 ,Ranua 
http://ldf.fi/warsa/places/cemeteries/h0914_1 ,Rovaniemi 
http://ldf.fi/warsa/places/cemeteries/h0914_2 ,"Rovaniemi, Autti "
http://ldf.fi/warsa/places/cemeteries/h0914_3 ,"Rovaniemi, Viiri "
http://ldf.fi/warsa/places/cemeteries/h0915_1 ,Salla 
http://ldf.fi/warsa/places/cemeteries/h0916_1 ,Savukoski 
http://ldf.fi/warsa/places/cemeteries/h0917_1 ,Simo 
http://ldf.fi/warsa/places/cemeteries/h0918_1 ,Sodankylä 
http://ldf.fi/warsa/places/cemeteries/h0919_1 ,Tervola 
http://ldf.fi/warsa/places/cemeteries/h0920_1 ,Tornio 
http://ldf.fi/warsa/places/cemeteries/h0920_2 ,"Tornio, Alatornio "
http://ldf.fi/warsa/places/cemeteries/h0920_3 ,"Tornio, Karunki "
http://ldf.fi/warsa/places/cemeteries/h0921_1 ,Utsjoki 
http://ldf.fi/warsa/places/cemeteries/h0922_1 ,Ylitornio 
